CompleteStoreName,FoodType,AverageRating,Reviewers,City
Hari Hari Yong Tau Foo,asian,4.9,45,singapore
Kohaku Sabo,japanese,4.9,24,singapore
Heybo,healthy,4.9,830,singapore
Herbs Spice Kitchen,indian,4.2,22,singapore
Jin Long Roasted Delights,rice dishes,5,146,singapore
Classic Western,western,4.3,6,singapore
Hk Hennessy Roast Duck,singaporean,4.9,838,singapore
Al Aqsa Bistro Indian Cuisine,indian,4.9,418,singapore
JIN Kimchi Express,korean,4.9,481,singapore
Fu Yuan Ma La Xiang Guo,mala xiang guo,5,106,singapore
The Traditional Taste,chinese,4.9,560,singapore
Founder Rou Gu Cha Cafeteria,soups,4.9,463,singapore
Penang Kitchen,asian,4.9,38,singapore
King of Prawn Noodles Kitchen,noodles,4.9,1493,singapore
Yole,dessert,5,76,singapore
21 on Rajah,mediterranean,4.4,27,singapore
Milleaville Macarons,bakery,4.9,21,singapore
Just Rosti,western,4.6,160,singapore
Alice Boulangerie,bakery,5,94,singapore
Komala's  Cafe,indian,4.8,22,singapore
KNS Restaurant,indian,4.9,63,singapore
Bikanervala,indian,4.5,38,singapore
Biryani Bazaar,indian,4.4,15,singapore
SPICE 45,indian,4.9,20,singapore
Uncle Penyet Nasi Lemak X Hungry Burger,indonesian,4.9,147,singapore
1990 Kopi Box & Bakery,bakery,5,186,singapore
Belle,dessert,4.9,122,singapore
Shiok Burger,asian,4.9,283,singapore
Riverside Sichuan BBQ,asian,4.5,14,singapore
German Burgergrill,american,5,490,singapore
Le Tian Tian,singaporean,4.9,388,singapore
Li Xin Teochew Fishball Noodles,noodles,4.8,443,singapore
Huevos,western,4.9,541,singapore
Blanco Court Beef Noodle,noodles,4.8,21,singapore
CocoSan,dessert,5,13,singapore
Peace Japanese Cuisine,rice dishes,4.6,13,singapore
Xin Kee Hainanese Chicken Rice,chicken,4.9,229,singapore
Famous Hongkong Style Charcoal Roasted Delights,rice dishes,4.6,153,singapore
Fu Zhu Japanese Korean Cuisine,chinese,4.7,1037,singapore
Captain Kim Korean BBQ,korean,4.7,281,singapore
Yi Su Pin Vegetarian,chinese,5,177,singapore
Yen Bak Kut Teh,soups,4.9,69,singapore
JKC Japanese Korean Cuisine,japanese,4.9,31,singapore
284 Kway Chap,dim sum ,4.9,302,singapore
Hai Wai Hai Seafood Zhi Char,singaporean,4.9,40,singapore
Georges By The Bay,italian,4.2,7,singapore
Gelare Waffle & Ice Cream,dessert,5,20,singapore
Ega Juice Clinic,beverages,5,46,singapore
Man Man Chi,singaporean,5,204,singapore
Nana Dolly's,asian,5,7,singapore
Sedap Yong Tau Foo,malaysian,4.8,33,singapore
Umi Nami,japanese,5,52,singapore
Salmaan Food Paradise,asian,4.9,13,singapore
Qing Xiang Fishball Noodles,chinese,4.6,328,singapore
Arnold's Fried Chicken,fried chicken,5,911,singapore
Chef Wai's Poached Rice Noodle Bar,chinese,4.9,320,singapore
Coconut Queen,beverages,5,78,singapore
Yoshinoya,rice dishes,5,885,singapore
Grove,malaysian,4.9,389,singapore
Shah Briyani,indian,4.8,314,singapore
Dna Bistro,vietnamese,4.8,11,singapore
Chingu Dining,korean,4.3,22,singapore
Niqqi,singaporean,4.9,204,singapore
Soon Huat Bak Kut Teh,asian,4.9,10,singapore
Swee Heng 1989 Classic,bakery,4.9,111,singapore
Just Lazzat,asian,4.9,163,singapore
Yogiyo Korean,korean,4.8,62,singapore
Bara,indonesian,4.2,6,singapore
Mod Keaw Authentic Thai Kitchen,thai,4.9,110,singapore
O'Rio Western Food,fried rice,5,105,singapore
Xiang Yu Hunan Cuisine,chinese,4.8,30,singapore
Ah Khoo Kopi Toast,coffee,5,52,singapore
Sultan Indian Muslim Food,indian,4.7,96,singapore
Xin Kee Pig Organ Soup,soups,4.7,117,singapore
Hoppy Teppan Rice,japanese,4.9,16,singapore
Putien,noodles,5,37,singapore
Siam Seafood Kitchen,thai,4.8,9,singapore
FANGKO Coffee & Beer,rice dishes,4.9,56,singapore
Fore Coffee,beverages,5,33,singapore
Seabay Delight,malaysian,4.9,365,singapore
C,vietnamese,4.8,410,singapore
Tian Tian He Tang,asian,4.8,13,singapore
Super Sub,sandwiches,5,173,singapore
Loveful,chicken,5,318,singapore
Jom,chicken rice,4.7,25,singapore
Fish & Co,western,5,318,singapore
Mekong Delta,vietnamese,4.8,14,singapore
Mentai,rice dishes,5,1519,singapore
Shi Nian Pig Leg Rice,rice dishes,4.6,13,singapore
Maharaja Curry House,indian,3.8,37,singapore
Jin Ho Spinach Soup,soups,4.9,80,singapore
JI XIANG DUCK RICE,singaporean,4.8,139,singapore
Burgs,burgers,4.7,112,singapore
umisushi,japanese,4.9,51,singapore
Mama Don,rice dishes,4.9,5,singapore
Curry Puff Uncle,curry,4.9,75,singapore
SK Nasi Padang,malaysian,5,130,singapore
Tonkatsu ENbiton,japanese,4.9,66,singapore
Boba Fever,beverages,4.9,128,singapore
Xiang Guo Shi Dai,chinese,4.1,108,singapore
Ice Lab,dessert,5,16,singapore
Newton Mee Goreng Streetall Goreng Combo Specialist,indian,4.6,84,singapore
Fujian Shaxian Delights,chinese,4.9,23,singapore
Toast Junction,coffee,4.5,282,singapore
WOOLY'S BAGELS,sandwiches,5,366,singapore
Oishii Shokudo,japanese,4.6,5,singapore
Yen Bak Kut Teh,soups,4.8,15,singapore
The Crispy Crepes,dessert,4.9,19,singapore
My Nasi Ayam,chicken rice,4.9,89,singapore
Killiney Curry Puff,snacks,5,83,singapore
Tian Tian Lai Ban Mian Fish Soup,noodles,4.9,76,singapore
Mom's Food,korean,4.9,32,singapore
Traditional Fried Hokkien Prawn Mee,chinese,4.6,6,singapore
O KEE ROAST DELIGHTS,chinese,4.8,44,singapore
MY DUCK,chinese,4.2,18,singapore
Mohamed Danish Prata Paradise,roti prata,5,765,singapore
Feng Xiang Herbal Bak Kut Teh,chinese,4.2,24,singapore
Raku,asian,4.9,45,singapore
Wayang,indonesian,4.8,8,singapore
Kiang Kiang Taiwan Teppanyaki,chinese,4.9,12,singapore
Gochi,japanese,4.8,72,singapore
Uncle Penyet,indonesian,5,2792,singapore
2112 Bakery,cakes,5,102,singapore
,chinese,4.5,28,singapore
Fried Rice Hut,chinese,4.8,53,singapore
Kei Kaisendon,japanese,5,269,singapore
Le Sheng Yong Tau Foo,bakery,4.6,55,singapore
Fieldnotes,cakes,4.9,34,singapore
Wangs Roasted Delights,asian,5,22,singapore
Don Donburi,japanese,4.9,76,singapore
OK Chicken Rice,chicken rice,5,1158,singapore
Hong Li Seafood,chinese,4.6,832,singapore
Ju Fu Bak Kut Teh & Fish Soup Ban Mian,soups,4.8,196,singapore
Manweiming Fried Chicken,asian,5,31,singapore
Food Mapping Agar Agar Cakes,cakes,4.7,21,singapore
The Clueless Goat Speciality Coffee House,coffee,4.9,61,singapore
AL RIYAS BRIYANI INDIAN MUSLIM FOOD,indian,4.8,214,singapore
Youcai Mala Hotpot,chinese,4.7,17,singapore
Heng Heng Hainanese Curry Rice,asian,4.9,61,singapore
Slurp & Crunch Co,pasta,4.2,56,singapore
Louisa Coffee,coffee,4.9,143,singapore
House of White Bee Hoon Signature,chinese,4.9,6,singapore
Waffl,western,5,64,singapore
Omu Curry Rice & Donburi,asian,4.9,96,singapore
BUN FUN,dessert,5,7,singapore
Cakebar,cakes,4.9,17,singapore
New Nanyang,asian,4.5,22,singapore
Ju Signatures,chinese,4.8,178,singapore
Three Amigos Mexican and Indian Cuisine,indian,3.9,10,singapore
WOKE Ramen,ramen,5,6,singapore
Jinggho Shokudo,asian,5,18,singapore
Le Man Seafood Restaurant 470B,asian,4.5,6,singapore
Kamala Restaurant,indian,4.8,11,singapore
Al Azeem Indian Muslim Restaurant,indian,4.8,750,singapore
5 Grill Kitchen,chicken,5,23,singapore
Panda BBQ,chinese,5,460,singapore
Tanjong Rhu Wanton Noodle,chinese,4.9,306,singapore
CoCo ICHIBANYA,curry,5,79,singapore
The Soup Spoon Union,soups,5,1024,singapore
Pink Coconut Nasi Lemak,asian,4.7,33,singapore
Four pizza,pizza,4.7,125,singapore
Kungfu Mala Hotpot,chinese,4.7,11,singapore
Yi Pin Xiang Seafood,chinese,4.7,9,singapore
UNATOTO,japanese,4.9,60,singapore
ANDES by ASTONS,grill,5,635,singapore
Keef the Beef,burgers,4.7,8,singapore
Jin De li,chinese,4.3,12,singapore
Taiwan Ichiban,asian,4.8,71,singapore
Duck King,chinese,4.9,355,singapore
Jin Dao Xiang Hong Kong Roasted Delight,rice dishes,4.5,9,singapore
Garam Masala Indian And Tandoor,indian,1.6,8,singapore
Ipoh Signature Hainanese Chicken Rice,asian,4.8,20,singapore
Orh Kee Noodles,noodles,5,21,singapore
Egg & Co,dessert,5,20,singapore
Everything Salmon,seafood,4.9,238,singapore
Laojiang Superior Soup,chinese,4.9,114,singapore
Khaki Yong Tau Foo,soups,4.8,79,singapore
Fu Zhu Putian Zhu Chao,fried rice,4.7,153,singapore
Kazbar,mediterranean,5,202,singapore
Ban Heng,chinese,4.3,50,singapore
Ippudo Ramen,japanese,5,16,singapore
Enak,singaporean,5,132,singapore
Hey Lulu,dessert,5,384,singapore
Daizu Cafe,japanese,4.9,591,singapore
TIAN TIAN DAO PTE LTD,chinese,4.6,5,singapore
Chuki Kitchen,asian,4.9,5,singapore
Loi Ming,porridge,5,141,singapore
Di Wei Teochew Restaurant,chinese,4.4,18,singapore
Tampines 201 Chicken Rice,chicken rice,4.4,225,singapore
Lor Ba Png,asian,5,351,singapore
Ban Heng,chinese,4.9,118,singapore
East Treasure Chinese Restaurant,dim sum ,4.9,6,singapore
Bread Yard,western,4.9,1092,singapore
Beauty Nutritious Soup,soups,4.9,818,singapore
Hua Zai Roasted Duck,chinese,4.9,97,singapore
Kabayan Filipino Restaurant,filipino,4.9,808,singapore
Ashes Burnnit,american,5,708,singapore
BFF Fusion Fare,asian,4.9,91,singapore
New Hong Kong Roast,rice dishes,4.9,1519,singapore
Swee Lee Cafe,bakery,5,26,singapore
Kith Cafe,western,4.9,59,singapore
Nippon Bite,japanese,4.9,102,singapore
328 Katong Laksa,noodles,5,334,singapore
G,beverages,4.9,154,singapore
Omma Korean Charcoal BBQ,korean,5,11,singapore
Beirut Grill,indian,4.4,216,singapore
San Laksa Steamboat,noodles,4.7,59,singapore
Botany,western,4.8,48,singapore
Captain Kim Korean BBQ,korean,4.9,264,singapore
Yong Li Coffee Station,coffee,4.6,107,singapore
Gurkha Palace Restaurant,indian,4.8,133,singapore
Tsuta,japanese,4.3,18,singapore
Burger & Lobster,sushi,4.7,242,singapore
Saladstop,salads,5,122,singapore
KNS Prata House,indian,4,74,singapore
Salmon Samurai,seafood,2.5,11,singapore
Fuji Duck Rice & Teochew Porridge,chinese,4.8,236,singapore
Adam's Corner Seafood,malaysian,5,11164,singapore
Tiny,vietnamese,4.8,15,singapore
Firestone Bakery,bakery,5,86,singapore
Hot & Cold Desserts,dessert,5,198,singapore
Cone Stone,asian,4.8,19,singapore
Fortune Luck,asian,4.9,200,singapore
Pizza Hut,pizza,4.9,483,singapore
Hong Kong Street Cheng Ji,chinese,4.9,1155,singapore
Ganh Xua,vietnamese,4.9,288,singapore
Presotea,bubble tea,5,29,singapore
Manise Indo Cuisine,indonesian,5,9,singapore
Sherlyn & Co Eclair,dessert,4.9,89,singapore
Sinar Sumang,malaysian,4.9,489,singapore
Simida Korean Cuisine,asian,4.5,50,singapore
Ajumma's Funan,korean,4.8,20,singapore
The Braised House,chinese,5,360,singapore
CHING SEAFOOD,chinese,4.9,300,singapore
Taj Biryani & Kitchen,chicken,4.9,72,singapore
The Crowded Bowl,healthy,5,12,singapore
Billy & Brothers House Of Noodles,noodles,4.9,135,singapore
Ming's Roasted Delight,chinese,4.7,129,singapore
MAXWELL CHICKEN PORRIDGE,chinese,4.5,16,singapore
ABC Bistro Restaurant,indian,4.9,278,singapore
Casa Fiesta,filipino,5,26,singapore
Tian Le Fish Soup Ban Mian,asian,5,88,singapore
Da Dong Bei BBQ,chinese,5,95,singapore
AR RAYYAN EXPRESS,indian,4.9,213,singapore
Xin Pin Ju Kitchen,chinese,5,44,singapore
Huat Huat BBQ Chicken Wings,chicken,4.8,613,singapore
La Haha Mala,chinese,4.8,21,singapore
Fatboy's The Burger Bar,american,4.8,126,singapore
TAI ER,chinese,4.7,40,singapore
O,korean,5,209,singapore
La Jiang Shan Mala Tang,chinese,4.4,44,singapore
Hong Kong Zhai,dim sum ,4.9,84,singapore
Uncle Mee Hoon Kueh,asian,4.4,7,singapore
Tai Hong Mee Rebus,asian,4.7,46,singapore
123 Fresh Juice,beverages,4.7,34,singapore
303 Fish Soup,asian,4.7,22,singapore
UPTOWN,western,4.9,16,singapore
786 Seafood Express,seafood,4.4,33,singapore
Kanna's Curry,indian,4.8,7,singapore
Lecker hotdog,american,5,9,singapore
Hao Zi Wei,chinese,4.9,104,singapore
Jinjja Chicken,korean,5,172,singapore
Siong BBQ Seafood,chinese,4.8,146,singapore
Pu Tian Local Dishes,asian,4.6,7,singapore
Xiantaiye Vermicelli,chinese,4.7,25,singapore
Charis Cuisines,porridge,4.9,5,singapore
O,korean,4.9,433,singapore
Ah Lee Wu Xiang Prawn Cracker,asian,4.9,82,singapore
Little Ribbons Pasta Co,italian,5,107,singapore
SEORAE JIB,korean,4.9,403,singapore
Crab Wang Imperial Dining,seafood,3.5,20,singapore
Blanco Court Beef Noodle,noodles,5,23,singapore
Zhou Jia Hainanese Chicken Rice,singaporean,2.2,5,singapore
Gloria Jean's Coffees,beverages,5,18,singapore
,asian,4.9,13,singapore
259 Delicious Tim Sum,chinese,5,42,singapore
Saute & Mee,vegetarian,4.9,180,singapore
261 Dessert,dessert,4.9,5,singapore
Mohamed Raihan Indian Muslim Food,malaysian,5,82,singapore
Soldier Chicken,western,4.9,2356,singapore
107 Fried Kway Teow,chinese,4.8,235,singapore
Song Fa Kway Chap,asian,5,67,singapore
Jia xiang Chao Guo Teow,chinese,4.9,5,singapore
Muhamad's Teh Tarik Eating House,malaysian,4.7,585,singapore
K Kitchen SG,chinese,5,21,singapore
Fish & Chicks,pasta,4.9,390,singapore
Jing Xin Vegetarian,dessert,4.9,28,singapore
Riverside Indonesian BBQ,grill,4.9,172,singapore
TELUR THAI,thai,4.9,536,singapore
Fala Fala Bear,beverages,5,6,singapore
Horiginal Beef Noodle,noodles,4.9,213,singapore
Wonder Juice,beverages,4.9,87,singapore
Dapur Penyet,indonesian,5,100,singapore
PRAIRIE By Craftsmen,coffee,4.9,125,singapore
D'Penyetz,indonesian,5,360,singapore
Good OL' Dessert,dessert,4.9,17,singapore
AIN POPIAH BASAH MUSLIM OWNED,singaporean,5,146,singapore
Rasa Bagus Restoran,asian,5,30,singapore
ANW Japanese Korean Cuisine,japanese,5,399,singapore
D Bento,seafood,4.1,72,singapore
Compose Coffee,korean,4.8,27,singapore
Chen Fu Ji,seafood,4.8,13,singapore
Eat Pizza,pizza,4.9,25,singapore
Super Simple,singaporean,5,39,singapore
Now Pizza,pizza,4.9,41,singapore
Y,bubble tea,5,30,singapore
Al Majlis,indian,5,2565,singapore
Ichi Umai,rice dishes,5,279,singapore
Wooga Jjajang,korean,4.9,79,singapore
Thai Folks,chinese,5,17,singapore
D'Penyetz,indonesian,5,1959,singapore
Shabu Sai,japanese,4.7,14,singapore
Infusion Roastery Cafe,coffee,5,88,singapore
Pot Yummy Yummy Fish Soup Ban Mian,asian,4.4,21,singapore
My Western Bar,chicken,5,1358,singapore
Sugarkoh,beverages,5,6,singapore
Jishuai BBQ,chinese,4.9,305,singapore
Abang Gemuk,western,4.9,24,singapore
Menya Aoi,japanese,4.9,27,singapore
Fat Mario Pastas,pasta,4.9,135,singapore
Changi Village Fried Hokkien Mee,chinese,4.9,47,singapore
Sweetest Moments,cakes,4.7,27,singapore
Happiness Sunbo Chicken Rice,chicken rice,5,1158,singapore
Nanyang Hainanese Chicken Rice,asian,4.8,121,singapore
Pazzion Cafe,western,4.9,47,singapore
,chinese,4.9,132,singapore
Traditional Joo Chiat Prawn Mee,soups,4.7,554,singapore
Ye Lai Xiang Teochew Porridge,chinese,4.8,1451,singapore
Mui Kee Congee,chinese,5,73,singapore
Yu Lok Fan Hin Fruit Juice,beverages,4.9,134,singapore
Heng Kee Teochew Porridge Rice,chinese,4.9,865,singapore
G,beverages,5,150,singapore
New Green Pasture Cafe,vegetarian,4.9,21,singapore
The Wok Men,cakes,4.8,88,singapore
Sin Kee Famous Chicken Rice,chicken rice,5,5,singapore
Churros Factory X The Bread Gang,american,4.9,51,singapore
Taste Good,chinese,4.9,40,singapore
Al,indian,4.6,2630,singapore
671 Roasted Delights,asian,5,15,singapore
Sin Xiong Ji,chinese,4.2,73,singapore
Hong Kong Street Seafood,chinese,4.8,166,singapore
Manila Drive,filipino,4.9,42,singapore
The 1872 Clipper Tea Co,tea,4.9,29,singapore
Hajjah Jamillah Raj Mohamed Indian Muslim Food,noodles,5,153,singapore
Koo Kee Yong Tow Foo Mee,chinese,5,23,singapore
East Eight,beverages,5,13,singapore
Tandoori Restaurant,chicken,3,61,singapore
Butter Studio,cakes,4.9,307,singapore
Craftsmen Specialty Coffee,coffee,4.9,441,singapore
Chi Rashi Tei Japanese,japanese,4.9,250,singapore
KPO Caf,western,5,33,singapore
KPT Ming Xiang Roasted,chinese,5,439,singapore
Malaysia Boleh,malaysian,4.8,900,singapore
Crispy Wings Western Delights,western,4.9,19,singapore
CHICHA San Chen,bubble tea,5,1050,singapore
Anas Bakery,pancakes and waffles,5,78,singapore
Muthiah restaurant,curry,4.8,114,singapore
Old Teochew,singaporean,4.7,7,singapore
Sheng He Fishball Minced Meat Noodle,noodles,4.9,384,singapore
ANDES by ASTONS,grill,4.9,547,singapore
888 Wanton Noodle,noodles,4.9,565,singapore
406 Western,western,4.9,5,singapore
Jyu Gae Restaurant,dessert,4.8,18,singapore
Xiang Rui Gourmet,porridge,4.9,17,singapore
Long Beach,seafood,4.9,50,singapore
Ding Ji,noodles,4.9,539,singapore
Dim Sum King,asian,4.9,143,singapore
JIN Kimchi Express,korean,4.9,452,singapore
Jue Shi Lorong Mee,noodles,4.9,76,singapore
Ban Mian,chinese,5,1217,singapore
Putri Hana,chicken,5,196,singapore
Chef Wei HK Cheong Fun,chinese,4.9,406,singapore
Nic & Tom Eatery,chinese,4.9,637,singapore
Ju Fu Bak Kut Teh,chinese,4.9,5,singapore
Man Man Unagi,indonesian,4.9,102,singapore
Da Yan Herbal Soup & Claypot Rice,chicken,4.9,1195,singapore
Duck King,chinese,5,230,singapore
Foreword Coffee Roasters,bakery,4.9,41,singapore
Rong Wantan Noodle Original 287 Tanjong Katong Rd,chinese,4.9,129,singapore
Fitra Chicken Rice,chicken rice,5,638,singapore
Little Pond,asian,4.9,11,singapore
Jjang Seoul Food,korean,4.6,8,singapore
Al Haji Kampung Seafood,malaysian,4.7,51,singapore
Wayang,indonesian,5,527,singapore
Aher Soup,soups,4.9,400,singapore
89,singaporean,5,1711,singapore
The Summer Acai,dessert,5,434,singapore
Ministry Of Biryani,indian,4.8,116,singapore
Milkbar,bubble tea,4.9,35,singapore
Mother Earth Classic,vegetarian,5,278,singapore
Fluff Stack,dessert,5,34,singapore
Wang Jiao Seafood Restaurant,noodles,5,30,singapore
Vegetarian Express Cafe,vegetarian,5,68,singapore
Miss Saigon,vietnamese,4.8,74,singapore
Crush Nutrition Studio,healthy,4.5,5,singapore
Nasi Lemak Xiao La Jiao,chinese,4.8,33,singapore
Genesis Vegan Restaurant,vegetarian,5,48,singapore
Super Sushi,sushi,4.7,6,singapore
Manasa'La Tandoor,asian,4.9,712,singapore
Yeastside Sourdough Pizza,pizza,4.8,73,singapore
Whampoa Traditional Fried Oyster,chinese,4.7,14,singapore
Poppy Thai Food,thai,4.8,34,singapore
Wok Hei Tze Char,chinese,4.7,225,singapore
Aman Restaurant,singaporean,5,70,singapore
No Time Hot Pot,asian,5,89,singapore
Towkay Fried Chicken,malaysian,4.9,7,singapore
KK Kitchen,seafood,4.9,636,singapore
Casuarina Bistro by GoMexico,mexican,4.9,93,singapore
What The Fish,seafood,4.9,111,singapore
Jia Yuen Creamy Salted Egg Rice,chinese,4.6,18,singapore
Bored Tacos,american,5,15,singapore
ABC CAFE,indian,4.8,199,singapore
ASTONS Specialities,grill,5,311,singapore
,asian,4.9,7,singapore
TOMORO COFFEE,american,5,76,singapore
259 Nasi Lemak,nasi lemak,4.6,75,singapore
The Khanh Society,vietnamese,4.9,237,singapore
Gold Scissors Hainanese Curry Rice,curry,4.8,313,singapore
Mari Mari Seafood,seafood,5,119,singapore
Sm,dessert,4.9,21,singapore
Bombay Bites,indian,2.1,44,singapore
Soup Master,chinese,5,64,singapore
Mr Owl's Food,chinese,5,121,singapore
Huang Family Village Mala,chinese,4.3,18,singapore
Elixir Coffee,western,4.9,5,singapore
Balls & Booze,fast food,4.9,50,singapore
Bakery Degree,pancakes and waffles,4.9,17,singapore
Xiao Wen Ban Mian,soups,4.9,245,singapore
Partea Express,beverages,4.9,30,singapore
The Braised House,chinese,5,238,singapore
Moms Kitchen,malaysian,4.9,148,singapore
Purple Panda,asian,4.8,258,singapore
Toss & Turn,healthy,4,14,singapore
Cowboy Charcoal Grill,fried chicken,5,35,singapore
Sajian Tradisi,indonesian,5,271,singapore
61 Kitchen,chinese,5,120,singapore
The Feather Blade,burgers,4.8,16,singapore
Satay Madey,indonesian,5,123,singapore
Duck King,chinese,4.6,98,singapore
Rasa Sedap,fried rice,4.9,373,singapore
Bombay Palace,indian,3.8,11,singapore
Marais Coffee & Bakes,bakery,4.9,57,singapore
Sabrina's Kitchen,indonesian,5,1900,singapore
JP Kitchen,japanese,5,122,singapore
Noona Korean Kitchen,korean,4.9,568,singapore
Old Amoy Chendol,dessert,4.9,29,singapore
Mamak Mia By Al Makan,malaysian,4.9,9,singapore
Herbal Soup,soups,4.9,122,singapore
5,chinese,4.9,161,singapore
111 Western,western,4.9,5,singapore
Eat Pizza,pizza,4.9,133,singapore
Palms of Goa,indian,1,9,singapore
POCHA,korean,4.8,11,singapore
Jinkura Izakaya,japanese,5,47,singapore
BEAUTY WORLD WANTON NOODLE,noodles,4.9,150,singapore
S Luck Eating House,chinese,4.9,952,singapore
Fiery Chicks,western,5,631,singapore
Rizqia Muslim Food,malaysian,5,274,singapore
